Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Process:string,PID:uinteger,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg:string,
"","489189249909","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3425","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17936328932","8864704","","","","","","","","",
"","489189250329","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3426","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17936329223","8865256","2705792","0","0","","","","","",
"","489189250903","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3427","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17936329623","8865256","","","","","","","","",
"","489190248781","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2b0130","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3428","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17937028140","8864704","2791456","2","14","2818352","0","0","0","",
"","489190249183","0","C64XP_B","LM_tick: tick: 19719","Clock_LM_tick","Unknown","","","3429","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17937028423","19719","","","","","","","","",
"","489190249543","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3430","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17937028671","8865256","2705792","15","0","","","","","",
"","489190249912","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3431","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17937028930","8864704","","","","","","","","",
"","489190250323","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3432","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17937029221","8865256","2705792","0","0","","","","","",
"","489190250898","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3433","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17937029621","8865256","","","","","","","","",
"","489191248818","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd84","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3434","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17937728168","8864704","2791456","2","14","2743684","0","0","0","",
"","489191249229","0","C64XP_B","LM_tick: tick: 19720","Clock_LM_tick","Unknown","","","3435","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17937728451","19720","","","","","","","","",
"","489191249581","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3436","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17937728699","8865256","2705792","15","0","","","","","",
"","489191249949","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3437","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17937728958","8864704","","","","","","","","",
"","489191250369","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3438","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17937729249","8865256","2705792","0","0","","","","","",
"","489191250935","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3439","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17937729649","8865256","","","","","","","","",
"","489192248821","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3440","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17938428166","8864704","2791456","2","14","2743782","0","0","0","",
"","489192249223","0","C64XP_B","LM_tick: tick: 19721","Clock_LM_tick","Unknown","","","3441","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17938428449","19721","","","","","","","","",
"","489192249575","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3442","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17938428697","8865256","2705792","15","0","","","","","",
"","489192249943","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3443","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17938428956","8864704","","","","","","","","",
"","489192250363","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3444","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17938429247","8865256","2705792","0","0","","","","","",
"","489192250938","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3445","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17938429647","8865256","","","","","","","","",
"","489193248789","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa86c","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3446","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17939128146","8864704","2791456","2","14","2795628","0","0","0","",
"","489193249192","0","C64XP_B","LM_tick: tick: 19722","Clock_LM_tick","Unknown","","","3447","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17939128429","19722","","","","","","","","",
"","489193249552","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3448","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17939128677","8865256","2705792","15","0","","","","","",
"","489193249921","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3449","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17939128936","8864704","","","","","","","","",
"","489193250332","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3450","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17939129227","8865256","2705792","0","0","","","","","",
"","489193250906","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3451","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17939129627","8865256","","","","","","","","",
"","489194248801","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dc80","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3452","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17939828152","8864704","2791456","2","14","2743424","0","0","0","",
"","489194249203","0","C64XP_B","LM_tick: tick: 19723","Clock_LM_tick","Unknown","","","3453","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17939828435","19723","","","","","","","","",
"","489194249555","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3454","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17939828683","8865256","2705792","15","0","","","","","",
"","489194249923","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3455","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17939828942","8864704","","","","","","","","",
"","489194250343","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3456","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17939829233","8865256","2705792","0","0","","","","","",
"","489194250918","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3457","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17939829633","8865256","","","","","","","","",
"","489195248795","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dccc","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3458","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17940528150","8864704","2791456","2","14","2743500","0","0","0","",
"","489195249198","0","C64XP_B","LM_tick: tick: 19724","Clock_LM_tick","Unknown","","","3459","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17940528433","19724","","","","","","","","",
"","489195249558","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3460","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17940528681","8865256","2705792","15","0","","","","","",
"","489195249926","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3461","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17940528940","8864704","","","","","","","","",
"","489195250338","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3462","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17940529231","8865256","2705792","0","0","","","","","",
"","489195250912","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3463","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17940529631","8865256","","","","","","","","",
"","489196248806","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd84","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3464","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17941228158","8864704","2791456","2","14","2743684","0","0","0","",
"","489196249209","0","C64XP_B","LM_tick: tick: 19725","Clock_LM_tick","Unknown","","","3465","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17941228441","19725","","","","","","","","",
"","489196249569","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3466","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17941228689","8865256","2705792","15","0","","","","","",
"","489196249938","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3467","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17941228948","8864704","","","","","","","","",
"","489196250349","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3468","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17941229239","8865256","2705792","0","0","","","","","",
"","489196250923","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3469","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17941229639","8865256","","","","","","","","",
"","489197248801","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3470","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17941928156","8864704","2791456","2","14","2743782","0","0","0","",
"","489197249212","0","C64XP_B","LM_tick: tick: 19726","Clock_LM_tick","Unknown","","","3471","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17941928439","19726","","","","","","","","",
"","489197249563","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3472","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17941928687","8865256","2705792","15","0","","","","","",
"","489197249932","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3473","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17941928946","8864704","","","","","","","","",
"","489197250352","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3474","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17941929237","8865256","2705792","0","0","","","","","",
"","489197250918","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3475","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17941929637","8865256","","","","","","","","",
"","489198248803","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8a8","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3476","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17942628156","8864704","2791456","2","14","2795688","0","0","0","",
"","489198249206","0","C64XP_B","LM_tick: tick: 19727","Clock_LM_tick","Unknown","","","3477","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17942628439","19727","","","","","","","","",
"","489198249566","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3478","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17942628687","8865256","2705792","15","0","","","","","",
"","489198249935","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3479","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17942628946","8864704","","","","","","","","",
"","489198250346","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3480","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17942629237","8865256","2705792","0","0","","","","","",
"","489198250921","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3481","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17942629637","8865256","","","","","","","","",
"","489199248806","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2b00c0","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3482","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17943328160","8864704","2791456","2","14","2818240","0","0","0","",
"","489199249218","0","C64XP_B","LM_tick: tick: 19728","Clock_LM_tick","Unknown","","","3483","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17943328443","19728","","","","","","","","",
"","489199249569","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3484","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17943328691","8865256","2705792","15","0","","","","","",
"","489199249938","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3485","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17943328950","8864704","","","","","","","","",
"","489199250358","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3486","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17943329241","8865256","2705792","0","0","","","","","",
"","489199250923","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3487","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17943329641","8865256","","","","","","","","",
"","489200248809","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd50","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3488","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17944028160","8864704","2791456","2","14","2743632","0","0","0","",
"","489200249212","0","C64XP_B","LM_tick: tick: 19729","Clock_LM_tick","Unknown","","","3489","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17944028443","19729","","","","","","","","",
"","489200249572","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3490","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17944028691","8865256","2705792","15","0","","","","","",
"","489200249941","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3491","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17944028950","8864704","","","","","","","","",
"","489200250352","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3492","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17944029241","8865256","2705792","0","0","","","","","",
"","489200250926","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3493","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17944029641","8865256","","","","","","","","",
"","489201248881","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3494","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17944728212","8864704","2791456","2","14","2743782","0","0","0","",
"","489201249292","0","C64XP_B","LM_tick: tick: 19730","Clock_LM_tick","Unknown","","","3495","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17944728495","19730","","","","","","","","",
"","489201249644","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3496","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17944728743","8865256","2705792","15","0","","","","","",
"","489201250012","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3497","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17944729002","8864704","","","","","","","","",
"","489201250432","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3498","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17944729293","8865256","2705792","0","0","","","","","",
"","489201251006","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3499","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17944729695","8865256","","","","","","","","",
"6","489201324549","0","C64XP_A","Stop: tsk0_loop","Stop","","tsk0_loop","","7","Main Logger","ti.uia.events.UIABenchmark","xdc.runtime.Main","","","17955335731","8964615","250","","","","","","","",
"","489202248815","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29de20","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3500","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17945428166","8864704","2791456","2","14","2743840","0","0","0","",
"","489202249226","0","C64XP_B","LM_tick: tick: 19731","Clock_LM_tick","Unknown","","","3501","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17945428449","19731","","","","","","","","",
"","489202249578","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3502","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17945428697","8865256","2705792","15","0","","","","","",
"","489202249946","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3503","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17945428956","8864704","","","","","","","","",
"","489202250366","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3504","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17945429247","8865256","2705792","0","0","","","","","",
"","489202250932","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3505","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17945429647","8865256","","","","","","","","",
"","489203248818","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2acdf0","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3506","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17946128166","8864704","2791456","2","14","2805232","0","0","0","",
"","489203249221","0","C64XP_B","LM_tick: tick: 19732","Clock_LM_tick","Unknown","","","3507","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17946128449","19732","","","","","","","","",
"","489203249581","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3508","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17946128697","8865256","2705792","15","0","","","","","",
"","489203249949","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3509","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17946128956","8864704","","","","","","","","",
"","489203250361","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3510","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17946129247","8865256","2705792","0","0","","","","","",
"","489203250935","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3511","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17946129647","8865256","","","","","","","","",
"","489204248821","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2b00c0","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3512","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17946828168","8864704","2791456","2","14","2818240","0","0","0","",
"","489204249224","0","C64XP_B","LM_tick: tick: 19733","Clock_LM_tick","Unknown","","","3513","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17946828451","19733","","","","","","","","",
"","489204249584","0","C64XP_B","LM_post: swi: 0x8745e8, func: 0x294980, pri: 15","Post","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3514","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17946828699","8865256","2705792","15","0","","","","","",
"","489204249952","0","C64XP_B","LD_end: hwi: 0x8743c0","Stop","HWI","ti_sysbios_knl_Clock_doTick__I()","","3515","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17946828958","8864704","","","","","","","","",
"","489204250364","0","C64XP_B","LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0","Start","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3516","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17946829249","8865256","2705792","0","0","","","","","",
"","489204250938","0","C64XP_B","LD_end: swi: 0x8745e8","Stop","SWI","ti_sysbios_knl_Clock_workFunc__E()","","3517","SYSBIOS System Logger","_ti.uia.events.UIASWICtx","ti.sysbios.knl.Swi","","","17946829649","8865256","","","","","","","","",
"","489205248824","0","C64XP_B","LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dd54","Start","HWI","ti_sysbios_knl_Clock_doTick__I()","","3518","SYSBIOS System Logger","_ti.uia.events.UIAHWICtx","ti.sysbios.family.c64p.Hwi","","","17947528170","8864704","2791456","2","14","2743636","0","0","0","",
"","489205249226","0","C64XP_B","LM_tick: tick: 19734","Clock_LM_tick","Unknown","","","3519","SYSBIOS System Logger","ti.sysbios.knl.Clock","ti.sysbios.knl.Clock","","","17947528453","19734","","","","","","","","",
